ESGN,class
Growth in part has the constant demand foreign customers.,0
matters addressed context audit financial statements,0
", which are treated in connection with accounting statements",0
company clearly separated responsibilities board directors management board directors shall determine policy ensure management acts accordance policy level,3
Management Board Members clearly separate responsibilities management Board Members have to ensure that the administrative acts are in harmony with the policy level.,3
making leftover unusable materials usable objects leftover sponge fabric,1
leftover inusable materials usable objects leftover sponge fabric,1
shareholders given opportunities directly ask company directors committees relevant questions company deprive shareholders access company information,3
"e-commerce companies which have the opportunity to ask relevant questions to the management committees, to withdraw access to company information.",3
company incorporated topics mission policies corporate governance business ethics regard society environments details implementation policy heading sustainability development report,3
Company incorporated topics mission policies corporate governance business ethics regard society environments details implementation policy heading sustainability development report,3
improvement bathrooms toilets use water appropriate improvement water spare tank sufficient usage,1
bathroom toilets use water suitable improvement water reserve tank sufficient use.,1
carrying amounts assets assessed end reporting period determine indication impairment,0
Deficiencies expired at the end of the reporting period determine the display value assessment.,0
training technical knowledge provision knowledge products dealers,2
formation of technical knowledge provision of knowledge products handler.,2
feedstock production shampoo personal care products home care products,0
Fodder production shampoos care products domestic care products,0
board directors appointed nomination remuneration committee risk management committee board reviewed reference current size organization structure company necessary set committees board directors responsible setting suitable remuneration board directors management clearly transparency,3
Board directors appointed nominating remuneration committee risk management committee board reviewed reference current size organization structure company necessary set committees board directors responsible setting suitable remuneration board directors management clearly transparency.,3
revenue structure cpf subsidiaries consolidated financial statement december 31 2016 2017 2018 follows,0
"sales structure cpf subsidiaries closing December 31, 2016 2018 follows.",0
following summary companys petroleum production capabilities uses,0
Subsequent pooling of company's production capacities,0
shareholders stakeholders related parties related announcement regulatory authorities shall entitled cast votes agenda,3
actionar stakeholder related parties related invocation regulators are entitled to vote voted on agenda.,3
direct emissions companys operations including fuel cumbustion machines use corporate vehicles use chemicals water treatment leakages operations,1
emission emission companies business including fuel cumbustion - machinery use of corporate vehicles use of chemicals water treatment leakage operations.,1
embraced business operation philosophy gives great importance social responsibility,2
Business philosophy sets great store by social responsibility.,2
company shall comply legislations regulations relating safety occupational health environmental requirements locations company operates,2
"has to comply with the legislation on safety at work, health and environmental protection sites operating.",2
apply ecodesign criteria creation new products environmentalfriendly assessment products,1
application of kodesign - criteria creation of new products environmentally friendly evaluation products,1
innovative bra large cup girls wire bra cups spacer textile sheer light wellventilating property,0
new bh big cup drunk draht bh - cups spanntucher textil shimmering easily well heated company.,0
board directors placed emphasis shareholders meeting considering obligations attend meeting person facing inevitable circumstances seriously ill,3
Representation members put the printout on aktionars meetings dealing with commitments to participate in the meeting person with inevitable circumstances seriously ill.,3
higher production costs,0
Lower production costs,0
recognized revenue cost incurred respect transaction measured reliably,0
Calculated income costs in relation to the transaction measured in a contract.,0
9 march 2017 company certified threeyear member private sector collective action coalition corruption cac,3
9. marz 2017 certified enterprise three-year member collective action coalition of private sector corruption cac,3
committed providing strict control health safety related practices continuous enhancement employees capacity,2
to maintain a strict control of health and safety-related practices and to continuously improve the capacity of the co-workers.,2
recycling waste processed turned product added value beginning development jaak dang temple pilot area learning center community waste management,1
Waste waste turned product added value beginning development jaak dang temple pilot area learning center community waste management community waste management.,1
aim encourage suppliers conduct businesses ethically,3
aims to encourage suppliers to ethically drive their business.,3
planet promoting conservation rehabilitation natural resources environment raising awareness cooperation environmental protection collaboration sectors,1
environmental awareness co-operation on environmental protection co-operation sectors.,1
promote preventive risk management procedures undertaken swift transparent accurate comprehensive manner systematic consistent basis,3
"the prevention of preventive risk management procedures that are carried out quickly, accurately and comprehensively, systematically and uniformly.",3
foremost criteria nominating director candidates shall candidates skills experiences professional qualification business knowledge experience personal qualities integrity,3
priority criteria for the nomination of directors musten candidates skills experience job qualification business knowledge experience personal qualifications integritat.,3
disclosure policy procedures incorporated corporate governance policy,3
Disclosure directives incorporated corporate governance - policy,3
delegate review evidence suspicion law regulation stock exchange thailand violated significant impact companys financial status performance,3
delegate calls evidence ignores legislation borse thailand violates significant impact financial status performance.,3
engage communities stakeholders cause biodiversity conservation,1
Participation of stakeholders in communities to preserve biological diversity,1
adopted clear policy environmental protection,1
a clear policy on environmental protection,1
develop environmentally friendly innovations,1
development of environmentally friendly innovation,1
company shall meet quarter provided chairman board special meetings deems necessary,3
company meets quarterly if the chairman of the board of directors holds special meetings for necessary.,3
promote support directors managing director management trained developed enhance knowledge experiences beneficial work provide orientation course new directors,3
to reduce the use of directors geschaftsfuhrer management trained further education improved know experiences useful work offering orientation course new directors.,3
2018 new electric fan models launched boost sales developing new model dc fan uses dc motor exported taiwan singapore indonesia vietnam new zealand accepted customers,0
new electric ventilator - models brought to life increase sales development of a new model dc ventilator used dc motor exports taiwan singapur indonesia vietnam new zealand accepted customers.,0
commercial banks likely maintain high level capital accommodate future regulatory changes new accounting standards ifrs new basel capital requirements protecting heightened global economic uncertainty,0
Commercial banks are likely to maintain high equity capital in order to provide future regulatory write-offs with new accounting standards and new capital requirements to protect the raised global economic uncertainty.,0
2018 business unit posted trade total 58309 billion liters rise 2632 billion liters 473 year 55677 billion liters mainly rising import volumes crude oil condensate domestic refineries rising exports petrochemicals,0
2018 business unit posted trade total 58309 billion liters rise 2632 billion liters 473 year 55677 billion liters mainly rising import volumes crude oil condensate domestic refineries rising exports petrochemicals.,0
business grows sustainably parallel society community environment,2
economy grows sustainably parallel society in the community environment,2
financial statements prepared presented thai baht bank subsidiaries functional currency,0
Disclosure submitted to thai baht bank subsidiary safekeeping,0
network development undertaken practical training required safeguard adverse impacts disasters adaptation techniques environmental effects communities rely optimize use national resources sustainably restoration ecosystems forest soil water,1
net network - development practical training necessary to address the negative effects catastrophic adaptation techniques environmental effects common dislocation optimisation of the use of national resources sustainable recovery coos systems forest soil water.,1
total remunerations paid employees,2
Total redemption of employees who are paid,2
massive scb blood drive benefits thai red cross society,2
massive scb - blood run uses the Thai Red Cross Society,2
committed achieving return investment place quartile industry players,0
Partners achieve the return on investment place quartal industry - supplier.,0
2016 company set anticorruption policy written document practice guideline transparent sustainable operations approval board ensure business activities potentially involved corruption carried care diligence,3
India’s anti-corruption policies are setting written documentation policy guideline transparent sustainable corporate approval council ensure that corporate activities are potentially sustained with corruption soothing care.,3
input unobservable inputs assets liabilities,0
Unobservable unabservable inputs Assets,0
2018 company sent employees working committees energy management external training air conditioner system chiller 40 air conditioner system vrv vrf vrf air conditioner technology highly reduce energy consumption comparison old system,1
20.2010 undertake sent co-workers working committees energy management external training systems clima system 40 clima system vrv vrf vrf klima plant technology high reducing energy consumption compared to the old system.,1
announced plots land owned company overlapped land agricultural land reform office alro having planted palms 7 18 years respectively,0
anchored basic land in possession carrying overlap land agricultural land reform buro alro palms planted 7 18 years respectively.,0
number votes shareholder commensurate size shareholding   ie vote share,3
"The share of the shareholders is proportional to the share of the shares held by the shareholders, i.e.",3
thai wacoal identified sources greenhouse gas emissions companys activities implemented measures control emission,1
rai wacoal identified quench greenhouse gas emissions take measures to control emissions.,1
systematically monitor ensure investment project progress implemented planned,2
targets to ensure that the progress of the planned investment project is implemented.,2
preferred partner,2
Low-cost partner,2
care suppliers working condition safety,2
Reliability of the work of the supplier,2
enhance effectiveness natural resources usage continually create value surplus materials,1
Increasing the efficiency of the use of natural resources continuously increasing the value of overlapping materials.,1
company set workplace welfare committee following labor protection act 2541 section 96 employee committee members management representatives appointed coordinate workplace welfare committee determining welfare structure guidelines beneficial employees,2
employment protection committee pursuant to the German Labour Protection Act 2541 section 96 co-worker members management - deputy appointed coordinating the employment protection committee laying down of the social structure guidelines gunstig employees.,2
leading chemical company better living,0
Ending Chemicals Making Better Life,0
received certificate esg100 year 2017 thaipat institute listed company category industrials outstanding environmental social governance esg performance certified member private sector collective action coalition corruption cac thai institute directors iod,2
certificate esg100 year 2017 thaipat institute borsen listed companies category industry outstanding environment social governance esg performance certified member private sector collective action corruption cac thai institute directors iod.,2
donating fund preserving religious properties samlae temple sawang hong thong temple pa phrathat khao noi temple analayo thipayaram temple,2
temple pa phrathat khao noi tempel analayo thipayaram tempel temple pa phrathat khao noi tempel analayo thipayaram temple.,2
trade war united states china negative impact global trade investment frontiers,0
Trade was among other things Chinese negative effects on the world trade investment limits.,0
board directors appointed board committees board executive directors audit committee nomination remuneration committee product pricing committee duties responsibilities designated monitor control business operation line objectives,3
Standing members appointed Standing Committees Committees Calling Committee Nomination Committees Committee Granting Committee Product Prize Committee Provisions Provisions Provisions Activities appointed monitoring control areas of commercial interest objectives,3
selecting suppliers strong potential ethically conduct business formulating capacity building plan suppliers grow scg,2
selection of suppliers strong potential ethically restrained corporate formulation capacity building plan suppliers grow scg scg.,2
organize activities raise employees contractors awareness sustainable energy conservation,1
Organisation of activities to sensitise employees and entrepreneurs for sustainable energy saving.,1
khung bang kachao conservation restore green areas lung bangkok perimeter,1
khung bang kachao conservation restore green areas lung bangkok perimeter,1
khung bang kachao conservation restore green areas lung bangkok perimeter.,1
khung bang kachao conservation restore commons areas lung bangkok perimeter.,1
convenient appoint proxy companys independent directors members audit committee attend meeting cast votes behalf companys information available stock exchange thailands set link system,3
convenient appoint proxy companys independent directors members audit committee attend meeting cast votes behalf companys information available stock exchange thailands set tie system,3
appoint appoint proxy companies independent directors members audit committee attend meeting cast votes for companies information available stock exchange thailand set link system system.,3
appoint appoint proxy companies independent directors members audit committee attend meeting cast votes for companies information available stock exchange thailand set join system system.,3
developed omnichannel service network deliver seamless online offline customer experience,2
developed omnichannel service network deliver seamless online offline client experience,2
developped omnichannel - service - network offers a seamless online - offline - customer experience.,2
developped omnichannel - table_service - network offers a seamless online - offline - customer experience.,2
rehabilitating ecosystem conserve external water sources,1
rehabilitate ecosystem conserve external H2O sources,1
re-distribution of the cosmos to external water sources,1
re-distribution of the cosmos to extraneous water sources,1
olefins reconfiguration project orp raises olefins capacity 750000 tpa 2988000 tpa 3738000 tpa investment thb 35657 billion commercial operation 2020,0
olefine reconfiguration project orp raises olefine capacity 750000 tpa 2988000 tpa 3738000 tpa investment thb 35657 billion commercial_message operation 2020,0
olefins reconfiguration project orp raises olefins capacity 750000 tpa 2988000 tpa 3738000 tpa investment thb 35657 billion commercial operation 2020,0
olefins reconfiguration project orp raises olefins mental_ability 750000 tpa 2988000 tpa 3738000 tpa investment thb 35657 billion commercial operation 2020,0
interim dividends annual dividends paid 30 days approval board shareholder meeting,3
interim dividends annual dividends devote 30 days approval card shareholder meeting,3
dividend dividends annual dividends paid 30 days approval board shareholder meeting,3
dividend dividends annual dividends paid xxx days approval board shareholder meeting,3
company prohibits directors management inside information concerning important matters including trading securities publication personal gains,3
company prohibits director management inside information concerning important matters including trading securities publication personal gains,3
"company prohibits directors inside information about important attractions, including trading with securities publication personal gain.",3
"company prohibits directors inside selective_information about important attractions, including trading with securities publication personal gain.",3
regard minimization environmental impact augmentation products safety life cycle,1
regard minimization environmental wallop augmentation products safety life cycle,1
Taking into account the minimisation of environmental impact and increasing the lifespan of the products,1
Taking into account the minimization of environmental shock and increasing the lifespan of the products,1
collaborated stakeholders optimize reuse waste,1
get_together stakeholders optimise reuse waste,1
co-operated stakeholders optimize the re-use of fallown assets.,1
co-operated stakeholder optimize the re-use of fallown assets.,1
building capacity entire palm oil business value chain seeding germinating plantation crop oil extraction related business competitive recognizing future,2
building capacity entire palm oil business valuate chain seeding germinating plantation crop oil extraction related business competitive recognizing future,2
building of capacities whole palmol - business value chain same plants pflanzenol - harvest - business competitiveness recognition of the future.,2
building of capacities whole palmol - business_enterprise value chain same plants pflanzenol - harvest - business_enterprise competitiveness recognition of the future.,2
subsidiaries nonlisted companies dividend payment depend issues future investment plans financial structure liquidity,3
subsidiaries nonlisted companies dividend payment depend result future investment be_after financial structure liquidity,3
companies not listed in borsa-listed companies dividend payments depend on future investment plans financial structure liquidity.,3
companies not listed in borsa-listed companies dividend payments depend on future investment architectural_plan financial structure liquidity.,3
company conducted water treatment procedure draining outside starts making plan measuring quality waste water following operation water treatment system installing water tr,1
company conducted water treatment procedure draining outside commencement making plan measuring quality waste water following operation water treatment scheme installing water tr,1
The process of dewatering is carried out by the company and starts the measurement of the quality of waste water after the operation of the water treatment system installation of water tr.,1
The process of dewatering is carry out by the company and starts the measurement of the quality of waste water after the operation of the water discussion system installation of water tr.,1
based recognition responsibilities community society company laid policy seeking promote conscience responsibilities company employees levels consistent basis promoting activities contributing interests community society,2
based recognition responsibilities community society company laid policy seeking promote conscience responsibilities company employees levels reproducible basis promoting activities conduce interests community society,2
co-operation in the field of co-operation in the field of environmental management.,2
co-operation in the field of co-operation in the field of environmental management.,2
regular agenda ballot shall event shareholder like cast negative vote abstain voting,3
regular agenda ballot shall event stockholder like cast negative vote abstain voting,3
"in the event of a negative vote by the members of the Group of Independent Members, the voting abstention shall take place in accordance with the Rules of Procedure.",3
"in the result of a negative vote away the members of the Group of Independent Members, the voting abstention shall take place in accordance with the Rules of Procedure.",3
happening big issue digital world,0
chance big number digital world,0
News major theme digital world,0
news major theme digital world,0
promotion ecotourism historical attractions boost local tourism industry tour seasonal fruit orchards development youth local areas guides local historical places cruising river canal abundant mangrove forest areas,1
furtherance ecotourism historical attractions boost local tourism industry tour seasonal fruit orchards development youth local areas guides local historical places cruising river canal abundant mangrove forest areas,1
forder kotourism historical attractions local tourismus industrie tour seasonal garden development youth local command driving local historical sites cruising river rich mangrove forest areas rich mangrove forest areas.,1
forder kotourism historical attractions local_anaesthetic tourismus industrie tour seasonal garden development youth local_anaesthetic command driving local_anaesthetic historical sites cruising river fat mangrove forest areas fat mangrove forest areas.,1
wellknown blood drive helped save lives 33 million people,2
wellknown blood drive helped save lives 33 million people,2
Blood donation has saved the lives of 33 million people.,2
Blood donation has bring_through the lives of 33 million people.,2
management determines devaluation land held development based net recognized value,0
direction determines devaluation land harbour development based net recognized value,0
Management manages the depreciation of land ownership development on the basis of net recognition value.,0
management manages the depreciation of land ownership development on the basis of net recognition value.,0
reduce paper usage reduce power product reduce total weight product reduce raw materials steel plastic copper aluminum,1
reduce paper usage reduce power product reduce total weight product reduce raw materials steel plastic copper aluminum,1
"Reduction of paper consumption in energy production, reduction of the total weight of the product, reduction of raw materials such as steel plastic, copper aluminium.",1
"Reduction of paper consumption In energy production, reduction of the total weight of the product, reduction of raw materials such as steel plastic, copper aluminium.",1
company inculcated employees social environmental awareness responsibility accordance iso 14001 standard,1
company infuse employees social environmental awareness duty accordance iso 14001 standard,1
inspired co-workers social environmental awareness measure iso 14001 standard.,1
inspired co-workers social environmental cognisance measure iso 14001 standard.,1
thai wacoal gives precedence potentiality development enhancement personnel ability order employees possess specific skills body knowledge work mastery keeping era 40,2
thai wacoal gives precedence potentiality development enhancement personnel_department ability order employees possess specific skills body knowledge work domination keeping era 40,2
rai wacoal gives priority potentiality development enhancement personnel ability order employees possess specific skills body knowledge work mastery keeping era 40 era.,2
rai wacoal gives priority potentiality development enhancement personnel ability order employee possess specific skills body noesis work mastery keeping era 40 era.,2
bangkok orthopedic center bangkok hospital department orthopedic surgery stanford university signed memorandum understanding exchange knowledge skills field orthopedics cooperation seeks develop knowledge research orthopedic surgery improve efficiency treatment patients ailments lead cooperation studies research medical conferences develop potential,2
bangkok orthopedic center bangkok hospital department orthopedic surgery stanford university signed memorandum understanding exchange knowledge skills field orthopedics cooperation seeks develop knowledge research orthopedic surgery ameliorate efficiency intervention patients ailments lead cooperation studies research medical conferences develop potential,2
Bangkok orthopedic center bangkok hospital department orthopedic surgery stanford university signed memorandum understanding exchange knowledge skills field orthopedics cooperation seeks to develop knowledge research orthopedic surgery improve efficiency treatment patients ailments lead cooperation studies research medical conferences develop potential.,2
Bangkok orthopedic center Bangkok hospital department orthopedic surgery stanford university signed memorandum understanding exchange knowledge skills field orthopedics cooperation seeks to develop knowledge research orthopedic surgery improve efficiency treatment patients ailments lead cooperation studies research medical conferences develop potential.,2
conduct thorough environmental impact assessment eia covers project aspect strictly adhere environmental mitigation,1
conduct thorough environmental affect assessment eia covers project aspect strictly adhere environmental mitigation,1
eia covers the project's aspect.,1
eia comprehend the project's aspect.,1
global economy relatively slowed,0
global thriftiness relatively slowed,0
the global economy slows down relatively.,0
the global economy slow down relatively.,0
reforestation rehabilitation forest areas achieve biodiversity serve carbon absorption areas,1
reforestation rehabilitation forest areas achieve biodiversity serve carbon absorption areas,1
Reafforestation forest areas reach biodiversity benefit carbon-absorbing areas,1
Reafforestation forest areas pass_on biodiversity benefit carbon-absorbing areas,1
2018 company implemented dividend payments drawing companys operating profits 2017 rate baht 150 share total dividend payments accounting 4857 total net profits displayed separate financial statements representing companys dividend payments 45 consecutive years,2
2018 company implemented dividend payments drawing companys operating profits 2017 rate baht 150 share full dividend payments accounting 4857 full net profits displayed separate financial program_line representing companys dividend payments 45 consecutive years,2
2018 company implemented dividend payments drawing company operating profits 2017 rate baht 150 share total dividend payments accounting 4857 total net profits displayed separate financial statements representing company's dividend payments 45 consecutive years.,2
2018 company implemented dividend payments drawing company operating winnings 2017 rate baht 150 share total dividend payments accounting 4857 total net winnings displayed separate financial statements represent company's dividend payments 45 consecutive years.,2
e asset generate cash inflows largely independent assets,0
E asset generate cash inflows largely independent assets,0
vogenous values generate capital inflows large portions of unbalanced disproportional disproportional values.,0
vogenous values generate capital inflows big portions of unbalanced disproportionate disproportionate values.,0
able reduce greenhouse gas emissions conforming circular economy principles waste feedstock,1
able reduce greenhouse gas emissions conforming circular economy principles waste feedstock,1
to reduce greenhouse gas emissions according to the principles of the circular economy.,1
to reduce glasshouse gas emission according to the principles of the circular economy.,1
input observable inputs directly indirectly assets liabilities quoted price included level 1 inputs,0
input observable inputs directly indirectly assets liabilities quoted price include layer 1 inputs,0
Observable inputs directly indirect assets liabilities quoted price included level 1 inputs,0
evident inputs immediately indirect assets liabilities quoted price included level 1 inputs,0
dismiss boiler production line able save fuel energy 12666 literyear,1
dismiss kettle production line able save fuel Energy_Department 12666 literyear,1
"kettle production line in stock, fuel energy 12666 liter year.",1
"kettle production line in stock, fuel energy 12666 cubic_decimeter year.",1
company shall ensure rights group protected according relevant laws handled carefully sensitively,3
company shall ensure rights group protected according relevant laws handle carefully sensitively,3
It is the responsibility of the society to ensure that the right group protected by the attacks is treated with care and sensitivity.,3
It is the responsibility of the society to ensure that the right group protected by the assault is treated with care and sensitivity.,3
bust line wireless wellshape soft bra innovation bust line sewing shape base gives soft tender touch maintains wellfitted shape like wire bra,0
stony-broke line wireless wellshape soft bra innovation stony-broke line sewing shape base gives soft tender touch maintains wellfitted shape like wire bra,0
bust line wireless soft bra innovation bust line sewing shape base gives soft tender touch maintains well-fitted shape like wire bra.,0
bust line wireless soft bra innovation bust line sewing shape base gives soft tender touch maintains well-fitted shape like wire bra.,0
company duly respected basic rights accorded shareholders accordance laws regulations business ethics company,2
company duly observe basic rights accorded shareholders accordance laws regulations business morals company,2
society's rules of conduct respect fundamental rights of actionare laws and codes of conduct society's laws of conduct.,2
society's rules of conduct respect fundamental rights of actionare law and bait of conduct society's law of conduct.,2
learning going workshops topic team required ideas test find customers real market feedbacks team modified redeveloped ideas better serve customers,0
find_out going workshops topic team required ideas examination find customers real market feedbacks team modified redeveloped ideas better serve customers,0
Learning walking workshops theme team required ideas test find customers real market feedbacks team modified redeveloped ideas better serve customers customers.,0
find_out walking workshops theme team required ideas test find customers real market feedbacks team modified redeveloped ideas better serve customers customers.,0
energy indirect emissions   purchase energy companys operations includes electricity heat steam,1
energy indirect emanation purchase energy society operations includes electricity heat steam,1
energy indirect emissions buy energy companies includes electricity warm vapor.,1
energy indirect emissions buy energy caller includes electricity warm vapor.,1
company operates business upholding code business ethics business administration philosophy aware corporate responsibility society large,3
company operates business upholding code business ethics business administration ism aware corporate responsibility society large,3
company operates society upholding the codex business ethics business administration philosophy conscious corporate responsibility society great.,3
company operates society continue the codex business morals business administration philosophy conscious corporate responsibility society great.,3
major raw material company comes agricultural product future financial performance large extent dependent uncontrollable factors weather condition rainfall level quantity fresh fruit bunch ffb harvested thailand season,0
major raw material company comes agricultural product future financial performance large extent dependent uncontrollable factors weather condition rainfall level quantity fresh fruit bunch ffb harvested thailand season,0
habitat material - agricultural product comes into operation substantial financial performance largely dependent on uncontrollable factors - conditions of rainfall quantity of fresh fruit ffb harvested thaiand seasonal season.,0
habitat material - agricultural product comes into operation substantial financial performance largely dependent on uncontrollable factor_out - conditions of rainfall quantity of fresh fruit ffb harvested thaiand seasonal season.,0
land recorded initial cost,0
land recorded initial price,0
Recorded initial cost,0
record initial toll,0
constructing new hospitals company specified construction principals leadership energy environmental design leed construction new buildings order reduce energy usage protect environment,1
constructing new hospitals company particularise construction principals leadership energy environmental design leed construction new buildings order reduce energy usage protect environment,1
building new hospital companies specifies construction principles driving energy environment design leed building new building contract reduction of energy consumption protection environment protection.,1
building new hospital companies pin_down construction principles driving energy surroundings design leed building new building contract reduction of energy consumption protection surroundings protection.,1
run campaign garbage separation recycling reduce garbage disposed final stage set clean orderly garbage separation center,1
run campaign garbage separation recycling reduce garbage disposed final stage set clean orderly garbage separation center,1
gaspagne mull separation recycling reduce mull waste end phase set clean ordered mull separation center cleanly organized center.,1
gaspagne mull separation recycling reduce mull waste end phase set clean ordered mull separation center cleanly organized center.,1
customer data security confidentiality strictly protected,2
customer data security confidentiality strictly protected,2
Customer data security strictly protected,2
Customer data protection stringently protected,2
project creates jobs build careers uplifts living standards farmers business partners growing sustainably company,1
project make jobs build careers uplifts living standards farmers business partner growing sustainably company,1
"project creates jobs, creates intercourses, raises the standard of living for farmers and business partners in a sustainable way.",1
"project creates jobs, creates intercourses, raises the standard of living for farmers and business partners indium a sustainable way.",1
additional channel communication disclosure information website,3
extra channel communication disclosure information website,3
Extraordinary information page for the disclosure of communication channels,3
Extraordinary information page for the disclosure of communication channels,3
years ptt ensured national energy security economic prosperity grown community society country present,2
years ptt ensured national vigor security economic prosperity grown community society country present,2
jahre ptt secured national energy security economic prosperity grown community society land available,2
jahre ptt stop_up national energy security economic prosperity grown community society land available,2
reduce waste disposal incineration generate value,1
scale_down waste disposal incineration generate value,1
Creating the reduction of waste disposal incineration value.,1
Creating the reduction of waste disposal incineration value.,1
nomination committee shall duty recommend names suitable candidates board shareholders meeting elect directors according companys articles association,3
nomination committee shall duty recommend names suitable candidates board shareholders meeting elect directors according companys articles association,3
Nomination committee had the obligation to recommend suitable candidates.,3
nominating_address committee have the obligation to recommend suitable candidates.,3
promotion resource conservation saving m material conservation reusing waste materials reducing gross weight finished products reducing wastes scraps left production process,1
promotion resource conservation save m material conservation reusing waste materials reducing gross weight finish products reducing wastes scraps left production process,1
"saving of resources, saving of materials and re-use of lost products. Reduction of gross weight of finished products, reduction of other wastes on production process.",1
"saving of resources, saving of textile and re-use of lost products. Reduction of gross weight of finished products, reduction of other wastes on production process.",1
board directors qualified subject prohibitions law public company limited relevant laws,3
board directors dependant discipline prohibitions law public company limited relevant laws,3
Member of the Management Board qualified prohibition right openly - legal aktiengesellschaft relevant laws.,3
appendage of the Management Board qualified prohibition right openly - legal aktiengesellschaft relevant laws.,3
company provides fullyintegrated cutting services vertical   horizontal milling machine surface grinding machine making finishing plate moulds dies heat treatment service,0
company provides fullyintegrated cutting services vertical horizontal milling machine surface grind machine making finishing plate moulds dies heat treatment service,0
company offers fully-integrated cutting services of horizontal horizontal milling machines for the production of end-plate moulds.,0
company offers fully-integrated cutting services of horizontal horizontal milling machines for the production of end-plate moulds.,0
provided betterquality filtered water substitution industrial water purchased external sources,1
leave betterquality filtered irrigate substitution industrial irrigate purchased external sources,1
qualitat-filtered water as a substitute for industrial water purchased from external sources.,1
qualitat-filtered water as angstrom substitute for industrial water purchased from external sources.,1
companys operation covers 17 countries export 30 countries 5 continents,0
companys military_operation covers 17 area export 30 area 5 continents,0
Company activity includes 17 countries export 30 countries 5 continents.,0
Company body_process includes 17 nation export 30 nation 5 continents.,0
payment remuneration benefits par industry,2
payment remuneration benefit par industry,2
Industrial dumping,2
industrial dumping,2
availability complaint filing channe,3
availability complaint file channe,3
Claimability to submit a complaint channe channe,3
Claimability to submit A charge channe channe,3
event hemisphere easily affects blink eye,0
event hemisphere easily affects blink oculus,0
time - hemisphare slightly influenced blink eye,0
time - hemisphare slimly influence blink eye,0
continue focus youth development help improve communities quality life parallel fostering culture volunteerism social responsibility employees,2
continue focus youth ontogeny help improve communities quality life parallel fostering culture volunteerism social responsibility employees,2
"to help youth development, the quality of life in communities in parallel for alleviation of culture voluntarism social responsibility co-workers",2
"to help youth development, the quality of life in communities in parallel for alleviation of culture voluntarism social province co-workers",2
nondiscrimination labor protection forcedlabor wages benefits working hours,2
nondiscrimination labor protection forcedlabor pay benefits work hours,2
Non-discrimination in the field of employment protection,2
Non-discrimination inwards the airfield of employment protection,2
chairman board shall independent director nonexecutive director,3
chairman board shall self-employed_person theater_director nonexecutive theater_director,3
deputising chair of the chairmen of the committee. Non-directing director,3
deputising moderate of the president of the committee. Non-directing director,3
audit committee performed duties entirely scope duties responsibilities prescribed audit committee charter assigned board directors order ensure company run business good corporate governance efficient management sufficient appropriate internal control business operations effective risk management reliable accounting system financial report,3
audit committee performed duties entirely scope duties responsibilities prescribed audit committee charter assigned board directors order ensure company run business good corporate governance efficient management sufficient appropriate internal control business operation effective take_a_chance management reliable accounting system financial report,3
Board of Directors shall be appointed by the Board of Directors and shall be deemed to have been appointed by the Board of Directors. The Board of Directors shall be deemed to have been appointed by the Board of Directors.,3
board of Directors shall be appointed by the board of Directors and shall be deemed to consume been appointed by the board of Directors. The board of Directors shall be deemed to consume been appointed by the board of Directors.,3
company guarantees grounds termination employment punishment actions adverse employee,3
company guarantees grounds termination employment penalization actions adverse employee,3
Guaranteeing Guarantees on the grounds of disciplinary measures against nefarious workers,3
secure Guarantees on the grounds of disciplinary measures against nefarious workers,3
constantly innovate endless circle value better future,0
constantly innovate endless circle value better future,0
innovating innovating endlessly deserved better future.,0
innovating innovating endlessly deserved good future.,0
major risk factors international risks including impact trade sanctions lower expected economic expansion trading partner countries domestic risk factors lower estimated expansion private consumption concentrated purchasing power especially income agriculture sector lower expected government spending,3
major risk factors international risks including impact trade sanctions lower expected economic expansion trading partner countries domestic risk factors lower gauge expansion private consumption concentrated purchasing power especially income agriculture sector lower expected government spending,3
Domestic risk factors international risks including effects of trade sanctions lower expected economic expansion trade partner countries inland risk factors lower treasured expansion private consumption concentrated purchasing power especially income agribusiness sector lower expected government spending.,3
Domestic risk factors international risks including effects of trade sanctions lower expected economic expansion trade partner countries inland risk factors lower treasured expansion buck_private consumption concentrated purchasing power especially income agribusiness sector lower expected political_science spending.,3
possessing characteristics lead independent director unable render independent opinion business affairs company,3
possessing characteristics lead self-employed_person director unable render self-employed_person opinion business affairs company,3
"The hotel is located in the center of the city, so it's easy to get around by car.",3
"The hotel is locate in the center of the city, so it's easy to get around by car.",3
thai wacoal locates areas surrounded communities company aware effect waste water draining emerged processes activities company,1
thai wacoal locates area surround communities company aware effect waste water draining emerged processes activities company,1
rai wacoal locates areas surrounded communities company aware effect waste water draining emerged processes company activities company activities.,1
rai wacoal locates areas surrounded communities company aware effect waste water draining emerged processes company activities company activities.,1
