ESGN,class
Gradual reduction of the type painted spray air fans lint paint instead of dust paint,2
fringe benefits offered employees levels comprising wedding celebration maternity leave assistance case death employees family members provident fund yearly health checkup savings cooperative,2
"daily services offered to employed persons, including high-time celebrations, maternity leave benefit in case of death of employed family members pension fund annual health check - sparkooperative.",2
employees bank required enroll relevant training courses elearning courses antimoney launderingcombating financing terrorism amlcft anticorruption bribery,2
Authorized bank obliged to provide relevant training courses elearning courses against money-wasting bribes the financing of terrorismus amlcft corruption bribery,2
summaries clarifications questions answers opinions voting procedure vote count provided,2
to answer questions on motions for resolutions: voting procedure,2
upoic collaborated ban napong community huay yoong subdistrict administrative organisation releasing fish natural water resource occasion mothers day 12 august ban huay yoong subdistrict nuaklong district krabi,2
amoic collaborated ban napong community huay yoong subdistrict administrative organization releasing fish natural water resource occasion mothers day 12 august ban huay yoong subdistrict nuaklong district krabi krabi.,2
company independent work unit handling internal audit following work units operations terms internal control risk management compliance applicable laws,2
"Internal Labour Unit, which undergoes internal audits, according to the social conditions of the work unit internal control risk management compliance with the applicable legislation.",2
recognizes shareholders rights know gain access information allows shareholders submit questions advance agm company secretary channels,2
that the right of the actionar know access information allow a actionar questions preagm business secretar canale.,2
conduct investigation right receiving customers complaints product quality safety track results remedial preventive measures taken,2
"right of notification to receive customer complaints, quality of product safety, correction of results taken preventive measures.",2
enhancing employee potentiality development preparation support business expansion,2
Increasing the potential of employees to prepare for development underpins the expansion of the company.,2
approve procurement investment transactions fixed assets exceed baht 50 million transaction,2
"Authorisation of acquisition transactions, investment transactions over 50 million baht transactions",2
safety management system uplift safety standards thailand regional,2
Transport management system lift safety standards thailand regional regional.,2
use stairs instead elevator save energy exercise good health,2
staircases instead of uplifts save energy fitness good health.,2
company implemented standards quality management system enhance focusing role stakeholders,2
implemented standards quality management system improve the focus of roll stakeholder focus.,2
aims decrease plastic waste,2
is aimed at reducing plastic waste.,2
companys main line business private hospital business operated company subsidiaries,2
Mainly private hospital companies operated by subsidiaries.,2
pursuit international standards transparency,2
transparence in complying with international standards,2
examined risk management ensure efficiency suitability organization closely followed risk management performance reported risk management activities departments significant agenda items meetings audit committee board directors acknowledgment consideration,2
Recognized risk management ensure efficiency organisation precisely pursued risk management - performance reported risk management - activities important day appointments audit committee board directors recognition.,2
deploying scgs ability resources knowledge engage employees private public sector communities deliver sustainable value society communities,2
scgs skills know engagement with workers private public sector communities deliver sustainable value-added society communities.,2
audit committee performed following duties independently scope responsibilities prescribed audit committee charter consistent regulations stock exchange thailand set office securities exchange commission sec,2
The audit committee performed the following duties independently scope prescribed audit committee charter consistent regulations stock exchange thailand set office securities exchange commission sec.,2
project targets group coffee plantation growers sale channels greater income wellbeing based system fair price promotion support farmers sustainable conservation natural resources,2
project aims at kaffeebauern the group sale canale more income based system fair price demand supporting farmers sustainable conservation of natural resources.,2
increase access treatment disease cured present early detection help slow progression,2
"to cure the disease cures disease it cures, help the progress of learning, to help the progress of the progress of the disease.",2
2018 company consumed electricity 7373000 kwh overall comparison 2017 increases 125 company products 171 performance accordance objectives goals 2018 caused company consumed 046 goals energy reduction 2 energy consumption index product unit,2
2018 company consumed electricity 7373000 kwh compared to 2017 total increase 125 enterprise products 171 performance - conformitat target 2018 caused enterprises consumed 046 target energy reduction 2 energy consumption index product unit unit.,2
decent work economic growth,2
Economic growth through decent work,2
dividend payment depend board directorsc meeting shareholdersc meeting resolution,2
Shared payment depend board directorsc meeting shareholdersc meeting resolution,2
ensure company suitable efficient internal control internal audit systems reviewing systems internal external auditors audit committee shall consider independence internal auditor department,2
ensures that the company provides efficient internal control systems internal audit - system overpriority internal external audit audit - expends the unavailability internal audit - division.,2
smit aims leading fullservice importer distributor special steels machine toolstooling pulp paper machinery equipment wood industry electrical engineering,2
smit aims leading fullservice importer distributor special steels machine toolstooling pulp paper machinery equipment wood industry electrical engineering equipment.,2
having executive director employee staff advisor receives salary controlling person company parent company subsidiary associate joint venture subsidiary level major shareholder controlling person foregoing status ended 2 years prior date application filing office,2
the parent company associate joint venture company head-actioning person controlling person preuberant status ends 2 years before the enrolment of the company buro.,2
company collaboration external expert speakers studied researched observed customers order ensure course designed developing standard service appropriate employee training training course internal service standard instructor prepared guidelines service standards hospital subsidiaries continuous development service excellence,2
co-operation external experts studied observed customer contract ensure course designed development standard service adequate co-workers training course internal service standard instructor prepared guidelines service standards hospital hospitals society continuous development service excellence.,2
entrepreneurs carried construction phase phase started interior decoration receiving reservations customers minimize loan amounts interest,2
subcontractor invoiced construction phase started interior decoration reception reservations customers minimization of credit amounts interest.,2
company closely monitoring developments order assess risks affect companys operations addition company preparations anticipation requests information related organizations determined appropriate supportive measures,2
Information related organizations determined appropriate supportive measures according to research closely monitoring developments order assess risks affect company operations addition company preparations anticipation requests information related organizations determined appropriate supportive measures.,2
internal control system shall installed risks management shall managed suitable levels including accounting system financial statement accurate reliable,2
Internal control system installs risk management appropriate levels including accounting system financial reporting reliable.,2
company prepared succession plan recruiting management trainees develop knowledge ability company future executives,2
Recruitment and management skills management trainees to develop knowledge and skills for future managers.,2
assessment board consisted board policy board composition board practices board meeting conducting board training development,2
Board consisting of board policy board composition board practices board meeting conducting board training development,2
responsible corporate citizen,2
Responsible Corporatesburg,2
company gives precedence environment protections bring principles decreasing polluting waste sources apply companys waste disposal management results polluting waste brought reuse sell raw materials productions,2
"companies give priority to reduce environmental protection principles to apply waste sources, conduct waste management results of environmental waste brought back into reuse selling raw material production.",2
company operates business fostering respect human rights discrimination nationality race religion social status disability employees makes sure harassment human right discriminative action takes place upholding fair practice ensuring job security employees levels,2
company schafte calls for the observance of the human rights discrimination nationalitat rassen religion social status disabled workers ensures that the aggravation of human rights discrimination measures takes place to maintain fair practice ensuring the safety of jobs at the level of workers.,2
platform offers agricultural products fruits sale including durian pomelo oranges yellow marian plum etc served 2000 customers ordering products,2
plattform offers agricultural products sale including durian pomelo oranges yellow plum etc.,2
company organized annual kathina ceremony 2018 mr praphad phodhivorakhun chairman management team employees attended ceremony kathina ceremony attended foundation stone laying ceremony build charity hall sittichai rangsan temple na tham nuea subdistrict mueang trang district trang province,2
Organized annual kathina ceremony 2018 mr praphad phodhivorakhun chairman management team attended ceremony kathina ceremony attended foundation stone laying ceremony build charity hall sittichai rangsan temple na tham nuea subdistrict mueang trang district trang province.,2
overhauled productions waste management structure enabling reuse waste optimal benefits minimizing environmental footprint,2
the processed waste management structure of the production stair makes possible the re-use of wastes optimal use and minimizes the environmental impact and minimizes the environmental impact.,2
board directors assigned board executive directors undertake business administration behalf determine policies targets business administration quality assurance environment security energy saving information security management business ethics management antifraud anticorruption,2
Board of Directors assigned to Board of Directors undertake business administration to determine policies targets business administration quality assurance environment energy information saving security business ethics management antibetrug anticorruption business ethics management antibetrug anticorruption,2
company created employee benefit committee employees participate management benefits,2
Company-based committee for employee performance participation of co-workers in company management performance.,2
examples opening new branches renovating service areas upgrading services setting specialized centers expanding services complete continuum healthcare including elderly care center pharmacies drug production laboratories dietary supplements cosmetics,2
Examples of new establishments renovation service areas maintenance service provisioning specialized centers expansion of services complete general health care including old-care centers pharmacies pharmaceuticals production laboratories food supplements cosmetics cosmetics.,2
companys subsidiaries cocompanies required conform companys anticorruption policies,2
the anti-corruption policy of societies by their shareholders,2
past success raised expectations customers shareholders stakeholders,2
Successed expectations Customers Activity stakeholder,2
contingent liabilities result litigation,2
Deadlines led to litigation.,2
company acted manufacturer premiumquality children wear products distribution domestic market major distributor directly exporting products overseas destinations,2
companya acted manufacturer of high-quality children's clothing for sale inland market wholesaler direct export of products to foreign destinations.,2
fair value price received sell asset paid transfer liability orderly transaction buyer seller market participants measurement date,2
Value value price received sell asset paid transfer liability orderly transaction buyer seller market participant measurement date,2
responsibilities stakeholders respect human rights consumer rights fair treatment workers,2
Responsibilities stakeholders respect human rights consumer rights fair treatment workers,2
received certificate esg100 year 2017 thaipat institute listed company category industrials outstanding environmental social governance esg performance,2
certificate esg100 year 2017 thaipat institute borsen listed companies categorized industries excellent occological social governance esg performance.,2
board directors accountability shareholders relation companys business operation monitor ensure business administered targeted brings maximum benefits shareholders upholding code business ethics consideration interests stakeholders,2
Members of the Board of Management are responsible for accountancy accreditation activities company management ensure that the company administers purposefully brings maximum advantages aktionare maintenance of the codex of the business ethics.,2
replacement cost depreciated basis approximate useful lives,2
deduction costs on depreciation basis approximative lifetime.,2
improved efficiency water consumption,2
Efficient water use,2
2018 coal business total sales volume 82 million tonnes 2017 total sales volume 83 million tonnes mainly selling coal users asia hong kong taiwan korea japan china india malaysia indonesia thailand united states,2
2018 Coal Company total sales volume 82 mio. tonne 2017 total sales volume 83 mio. tonne mainly coal consumers asien hong kong taiwan korea japan china china indien malaysia indonesia Thailand united state united Thailand.,2
quarter accounting service center offi ce auditorgeneral audit committee reviews ptts fi nancial reports board accountable ptt groups consolidated fi nancial statements fi nancial information presented annual report,2
accounting service center offi ce auditor general audit committee reviews ptts fi nancial reports board accountable ptt groups consolidated fi nancial statements fi nancial information presented annual report annual report.,2
implemented environmental management system conforms iso 140012015 standard fundamental practice operations,2
Implementation of an environmental management system in compliance with iso 140012015 standard.,2
2018 company domestic middledistillate market share approximately 20 percent,2
In 1818 carry out inland medium distillation market share about 20 percent market share.,2
strategic focus plan sundry roadmaps consistent current business support future growth,2
Continuing growth is the key to sustainable growth. Consistent and consistent roadmaps are key to sustainable growth and sustainable development.,2
company acquire competitors trade secrets unlawful improper means,2
Obtaining trade secrets of competitors through illegitimate means,2
paid purchase agreement land constructions asset ownership transferal executed,2
Price contract for construction of own property carried out by the buyer.,2
company shall appoint company secretary accordance section 8915 securities exchange act 2551 following duties responsibilities,2
gesellschaft appoints gesellschaftssecrecrear pursuant to 8915 valuepapierborsengesetz 2551 according to duties and responsibilities.,2
company established selection nomination process recruit personnel required knowledge skills expertise experience operating staff supervisory executive levels allocated appropriately according organization structure,2
Established selection nomination process recruit personnel required knowledge skills expertise experience operating staff supervisory executive levels allocated appropriately according to organizational structure.,2
company provides manual anticorruption compiles policies ethics regulations rules work processes directors executives staff implement,2
offers manual anti-corruption developed guidelines ethical prescriptions regulate work processes directors drive forces implement driving forces.,2
quality checked products regularly,2
qualitat control of products,2
project aims solve problem water shortages highland community areas,2
project to solve the problem of water scarcity in the highlands.,2
established climate change coping mechanisms management guidelines conformity 5year strategic plan,2
Initiated management mechanisms for climate change guidelines for the management according to the strategic plan of the five-year period.,2
cash cash equivalents comprise cash hand deposits banks shortterm highly liquid investments original maturities months free restrictions,2
Cash cash equivalents include cash deposits banks short-term high-liquid deposits original maturities monthly free provisions.,2
company set environmental working committee monitor follow assess environmental management system ems systematic basis plan development update system ongoing manner,2
takes place environmental work committee follow monitoring evaluation environment management system ems systematic baseline plan development update system ongoing art system.,2
present approximately 142 cpo crushing mills 108 mills operation located surat thani krabi chumporn provinces giving rise combined fresh fruit bunch ffb processing capacity 30   35 million mt year,2
"Currently about 142 cpo crushing plants 108 mills operating in surat thani krabi chumporn provinces, which together produce fresh ffb harvesting capacity 30 35 million mt year.",2
company initiated bdms human resources recruitment network resulted efficient timely recruitment personnel qualifications matched companys requirements,2
Founded bdms human resources recruitment network resulted in efficient timely recruitment personnel qualifications matched company's requirements.,2
issued allocated warrants existing shareholders company pro rata respective shareholdings rights offering,2
issued option certificates allocated to existing shareholding companies offered pro rata respective shareholding rights.,2
generate social benefits sustainable growth,2
Poverty Divides Sustainable Growth,2
began operate heat treatment plant bangpakong 29 november 2006 hrh princess maha chakri sirindhorn graciously presided grand opening ceremony,2
started operating the hot treatment plant bangpakong 29 november 2006 hrh princess maha chakri sirindhorn gnadig prasidierte the inauguration ceremony.,2
reimbursement recognized separate asset reimbursement virtually certain provision settled,2
ruckerstattung recognized separate printing allowance practically certain payment terms.,2
health care workplace safety welfare labour relations provided create harmony foster productive satisfying work environment organisation,2
Health fursor safety at work place well-being mediated working relationships create harmony demand productive satisfactory work environment organization.,2
based companys firm recognition critical value generated energy resources utilization create highest efficiency benefits alongside regular business operations board directors laid companys energy resources conservation policy committed dedicated maximizing benefits generated energy resources consumption,2
- Company recognition company critical value generated energy resources use create highest efficiency shares next to the companies established energy resources management policy required companies to maximize the amount of the energy resources produced use waste.,2
stakeholder wishes communicate board directors directly passing management company express opinions operation companys business including whistle blowing complaints incorrect financial report violation law ethics deficiency internal control system etc address communication directly audit committee,2
"The company has its own staff, which is responsible for the management and management of the company, as well as for the management of the company. The company has its own staff, which is responsible for the management and management of the company, as well as for the management of the company.",2
connection audit financial statements responsibility read information,2
vulgarisation of the account of responsibility reading information.,2
approve entering transaction considered normal business practice portion exceeding authority executive board,2
accreditation of transactions as normal business practices part-time responsibilities.,2
ptt focuses creating value waste energy applying cold energy byproduct process transforming lng liquid gas create coolness winter greenery planting house,2
sattt concentrates on waste energy application cold energy secondary process transformation lng flussiggas production cooling winter grass planting home planting home.,2
aims reuse process waste feedstock,2
target for the re-use of process waste,2
provision educational supports students outstanding performance training,2
Educational provision calls for students to provide excellent training.,2
proactive environmental management sustainable kpis,2
Proactive environmental management sustainable kpi,2
prevent operation affect environment indoor surrounding area,2
avoidance of operational influences on the interior environment.,2
purchase products services according green procurement list 100,2
purchase of products services according to the basic purchase list 100.,2
designated responsible persons disclosure banks information regulators shareholders general public specified time frame,2
the responsible disclosure of bank information regulasbehorden actions general publicity established timeframes.,2
improved relations stakeholders especially local communities,2
"Improvements in relations between the parties involved, especially local communities.",2
financial assets recognized statement financial position include cash cash equivalents investments trade current receivables,2
Financial balance recorded in interest includes cash equivalent investments and forward forward adjustments.,2
pushes having safety integral organizational culture proactive sustainable manner,2
appeals to a security-integrated corporate culture proactively and sustainably,2
enforced anticorruption bribery policy serves anticorruption guideline companies,2
Enforced anti-corruption policy serves the corporate corruption guidelines.,2
aims improve basic living standards including underprivileged people affected disasters groups,2
"aims to improve living standards, including disadvantaged population groups affected by disasters.",2
like express gratitude shareholders stakeholders support provided company,2
thanks to the corporate stakeholders provided the company's support.,2
14 2018 khiansa estate dontated 60 palm trees don yai hom temple plant vacant area 5 rai generate revenue help cover daily expenses temple,2
20 2018 khiansa estate dontated 60 palmen don yai hom tempel plant vacant area 5 rai generating help to generate daily spending tempel tempel.,2
company establishes practice oversight control safeguarding monitoring corruption risk summarised,2
established practicing surveillance control security surveillance surveillance corruption risks,2
focused expanding market environmental friendly chemicals,2
expanding expanding market environment-friendly chemicals,2
reduce greenhouse gas ghg emissions,2
Reducing greenhouse gas emissions,2
ptt joined hands natural resources environmental protection volunteer network nevnet consisting ban khlong kao mangrove conservation group pak nam pran fi shermens group sirinath rajini mangrove ecosystem learning center integrate development work areas,2
ptt joined hands natural resources environmental protection volunteer network nevnet consisting ban khlong kao mangrove conservation group pak nam pran fi shermens group sirinath rajini mangrove ecosystem learning center integrate development work areas.,2
creating sustainable innovations,2
Innovation innovation,2
companys thailand operations cover livestock aquaculture including swine broilers layers ducks shrimps fish,2
Thai operations include aquaculture aquaculture including pig mackerel and ducks garnely fish.,2
company policy support disclosure information business transactions shareholders better understand companys operations,2
"Directives governing disclosure of information, company transactions, employees better understand the company's business.",2
encouraging training employees separation waste create awareness participation employees conservation natural resources,2
To reduce the training of employees create awareness of worker participation to maintain natural resources.,2
shareholders given right propose agenda items annual general meeting andor nominate candidates director election advance signifying fair treatment shareholders,2
"aktionare urges to propose agenda items to the General Assembly and to nominate candidates, the advance resolution for the election of directors means that aktionare shall be treated fairly.",2
company place written corporate rules control operations financial transactions procurement production quality control sales goods general administration scope power duties responsibilities approval limit level request budget spending scope authority subject consideration approval meeting,2
Company place written corporate rules control operations procurement production quality control sales general administration scope power duties responsibilities approval limit level request budget spending scope authority subject consideration meeting consideration approval.,2
company developed products design variety accommodate different applications suckfromwelltank type automatically based water tap operation type constant pressure type inverter type electronic control system helps save energy,2
design products multifalt match different applications suckfromwell tank type automatically based water tap operation type constant pressure type converter type electronic control helps to save energy.,2
products quality meets exceeds customers expectation delivered customers fair terms conditions,2
products qualitat fulfills customers expectations delivered customers fair conditions.,2
2018 company joined happy pvd company program promote sufficient funds available retirement employees saving provident fund system,2
2018 enterprises joined happy pvd enterprises programm demand sufficient funds to rent - authorized savings - system saving.,2
company distributes products mitsubishi electric kang yong wattana co ltd sole distributor dealers country,2
Distribution distributes products mitsubishi electric kang yong wattana co ltd sole distributor dealers country.,2
prevent adverse impact environment review evaluate operations regularly check progress ensure company fully observed environmental policies standards,2
avoidance of negative effects assessment of the environmental impact of the plant in general progress ensure that the company fully complies with environmental protection standards.,2
integrated management system energy air water waste including efficient use resources minimize impact environment,2
Integrated management system energy air waste water including efficient use resources minimize environmental impact.,2
company acknowledges risk management essential element framework good corporate governance integral good management practice,2
recognition recognises risk management essential element of good business management integral good management practice.,2
shall disclose corporate governance policy code business conduct policies risk management policy environmental social protection policy etc reports compliance policies channels annual reports website etc,2
disclosure of corporate governance policies - policy codes - risk management policies - environmental and social protection policies etc. report compliance policies - annual reports website etc.,2
operation monitoring system place reporting meetings held levels weekly monthly quarterly semiannual basis staff report progress operation executives instructions assignments ensure companys goals objectives entirely achieved,2
Company management system place reporting meetings held levels weekly quarterly semiannual basis staff report progress operation executives instructions assignments ensure company's goals goals objectives fully achieved.,2
important task industrial work process inspecting machinery equipment conditions meet standard,2
important task of industrial work process inspecting the standards of machine eroding.,2
year ended 31 december 2018 2017 allowance doubtful debts movement follows,2
jahresende 31. dezember 2018 2017 miscalculation doubtful debt movement follows,2
review remuneration policy criteria company directors management deemed necessary propose suggestion revision existing criteria order suitable,2
extermination of the policy criteria to undertake directors management deemed necessary propose proposal revision of existing criteria or order appropriate.,2
quarter thailands exports began affected global economic slowdown trade war china united states,2
73 thailands exports began affected global economic slowdown trade was china united states.,2
contrary real estate market far provinces change considerably,2
inferior real estate markets far-flung provinces turn around significantly.,2
place great deal importance safety employees contractors,2
great importance for the safety of workers and entrepreneurs,2
received certificate esg100 year 2017 thaipat institute listed company category industrials outstanding environmental social governance esg performance,2
certificate esg100 year 2017 thaipat institute borsen listed companies categorized industries excellent occological social governance esg performance.,2
company secretary shall set agenda required comply law related regulations,2
the secretary determines the order of the day which corresponds to the legal regulations.,2
creating system receive parts suppliers production systems dispensing plastic injection parts qr code system help control inventory accurately reduce stock production,2
system systems receive parts suppliers production systems dispensing plastic injection parts qr code system help control inventory accurately reduce stock production.,2
board directors consistently encouraged company employees recognize critical value associated good environmental conditions seeking promote better understanding knowledge concerning environmental protection company employees,2
The members of the Supervisory Board always encouraged the employees of the company to recognize critical value associated with good environmental conditions and to understand better about the environmental protection of the employees of the company.,2
excess supply caused higher production series negative news global market pushed ffb cpo price lower,2
uber supply drove to higher production series negative news on the world market printed the ffb cpo - price lower - price lower.,2
requires thai commercial banks hold capital conservation buffer january 1 2016 onward,2
"call on Thailand’s commercial banks to maintain a capital buffer as of January 1, 2016.",2
objective jointly provide new alternative healthcare medical advice chinese patients travel thailand visit bdms hospitals,2
Jointly provide new alternative healthcare medical advice chinese patients travel thailand visit bdms hospitals.,2
nspect environmental quality including manufacturing water quality rain drain quality air quality lighting sound heat vapor noise etc collect result report government sectors relevant parties,2
economize on environmental quality including the production of water quality drainage quality air quality lighting gas heat exchange heat vapor exchange etc. collect results report government sectors relevant partieni.,2
company place measure monitoring company director managements interest requiring interest report company director management related persons interest connected companys business operation,2
Physiotherapist and physiotherapist. Physiotherapist.Physiotherapist.Physiotherapist.Physiotherapist.Physiotherapist.Physiotherapist.Physiotherapist.Physiotherapist.Physiotherapist.Physiotherapist.Physiotherapist.Physiotherapist.Physiotherapist.,2
development green areas led ptt public company limited focus restoration maintenance 6000 rai green space 5 years 2018 goal set 4000 rai collaboration green area conservation network 6 districts khung bang kachao located royal property area responsibility royal forest department,2
Green development areas led ptt public company limited focus restoration maintenance 6000 rai green space 5 years 2018 goal set 4000 rai collaboration green area conservation network 6 districts khung bang kachao located royal property area responsibility royal forest department.,2
company regularly measured waste water quality according determined plan 4 set water treatment system company installed building 1 building 6 building 3 building 3,2
companya measured sewage quality according to fixed plan 4 set water treatment plant firma installed building 1 house 6 house 3 house 3 house 3 house 3 house 2 house 2 house 2 house 3 house 3 house 3 house 3 house 3 house 4 house in the new building.,2
opinion financial statements cover information express form assurance conclusion thereon,2
"Disclaimer of the statement of account refers to information that is expressed in a written form, whereby guarantees are made.",2
enable minor shareholders business operations auditing defined criteria consideration process entitling propose meeting agenda items nominate directors advance deliberate agenda items including selection qualified directors perform duties efficiently best interests ptt shareholders stakeholders,2
allows smaller aktionare geschafte auditing defined criteria overlaying process to propose tag scheduling points nominate directors in advance conscious tag scheduling points including selection qualified directors to discharge efficiently in the best interest ptt aktionare stakeholder efficiently in the best interest ptt aktionare stakeholder.,2
governing internal control disclosure financial statements results transactions subsidiaries connected persons procurement sale assets completion significant transactions company set rule individuals appointed company shall certain subsidiaries appropriate concise regulations,2
Rules of internal control disclosure of financial reports results transactions to subsidiaries associated persons acquisition sale fraud results conclusion major transactions set rules of individual persons appointed company certain subsidiary companies appropriate praciscis documents.,2
power learning foundation plearn aims create educational opportunities young people gifted mathematics science power innovation foundation pin aims support education research development technologies essential national development,2
Learning learning foundation plearn aims to create educational opportunities young people gifted mathematics power innovation foundation pin aims to support education research development technologies essential national development.,2
strengthen leaderships safety awareness bring realization true safety culture effective safety management system,2
Raising of awareness of safety of the driving realization of true safety culture effective safety management system.,2
company place great importance producing high quality sugar safe human consumption,2
companies are very important to the production of high-quality sugar safe human consumption.,2
research develop nutrition food products different age group food elderly patient food innovations line market trends behaviors needs consumers country,2
food development food products different age group foods olde patients food innovation linie market trends behaviour patterns requirements land consumer country needs,2
took stock exchange thailands opportunity day conducted english communicated online platform institutional investors overseas,2
stock exchange thailands opportunity day conducted english communicated online platform institutional investors abroad foreign stock exchange thailands opportunity day,2
registry monitoringhealth information blood lab results analysis coronary artery stored preventive heart lipid clinics database clinic patients aware risk disease future provide periodic followups,2
registration monitoring health information blood laboratory results analysis herzarteriel stored praventive - herz - lipid - clinics datenbank patient clinics conscious risk disease future offer regular follow-up.,2
determine matters significance audit financial statements current period key audit matters,2
key opportunities audit - financial reports current time key audit - aspects,2
managed emerge periods bigger better stronger bank,2
Mastered development periods of big stronger bank,2
analyzing tracking customer experience understand customers problems needs product service purchase behavior surveying product service satisfaction,2
Analysis of customer experiences understand customer problems requirements product service purchasing behavior assessment of product service satisfaction.,2
growth partly resulted constant demand foreign customers,3
Growth in part has the constant demand foreign customers.,3
matters addressed context audit financial statements,3
", which are treated in connection with accounting statements",3
company clearly separated responsibilities board directors management board directors shall determine policy ensure management acts accordance policy level,3
Management Board Members clearly separate responsibilities management Board Members have to ensure that the administrative acts are in harmony with the policy level.,3
making leftover unusable materials usable objects leftover sponge fabric,3
leftover inusable materials usable objects leftover sponge fabric,3
shareholders given opportunities directly ask company directors committees relevant questions company deprive shareholders access company information,3
"e-commerce companies which have the opportunity to ask relevant questions to the management committees, to withdraw access to company information.",3
company incorporated topics mission policies corporate governance business ethics regard society environments details implementation policy heading sustainability development report,3
Company incorporated topics mission policies corporate governance business ethics regard society environments details implementation policy heading sustainability development report,3
improvement bathrooms toilets use water appropriate improvement water spare tank sufficient usage,3
bathroom toilets use water suitable improvement water reserve tank sufficient use.,3
carrying amounts assets assessed end reporting period determine indication impairment,3
Deficiencies expired at the end of the reporting period determine the display value assessment.,3
training technical knowledge provision knowledge products dealers,3
formation of technical knowledge provision of knowledge products handler.,3
feedstock production shampoo personal care products home care products,3
Fodder production shampoos care products domestic care products,3
board directors appointed nomination remuneration committee risk management committee board reviewed reference current size organization structure company necessary set committees board directors responsible setting suitable remuneration board directors management clearly transparency,3
Board directors appointed nominating remuneration committee risk management committee board reviewed reference current size organization structure company necessary set committees board directors responsible setting suitable remuneration board directors management clearly transparency.,3
revenue structure cpf subsidiaries consolidated financial statement december 31 2016 2017 2018 follows,3
"sales structure cpf subsidiaries closing December 31, 2016 2018 follows.",3
following summary companys petroleum production capabilities uses,3
Subsequent pooling of company's production capacities,3
shareholders stakeholders related parties related announcement regulatory authorities shall entitled cast votes agenda,3
actionar stakeholder related parties related invocation regulators are entitled to vote voted on agenda.,3
direct emissions companys operations including fuel cumbustion machines use corporate vehicles use chemicals water treatment leakages operations,3
emission emission companies business including fuel cumbustion - machinery use of corporate vehicles use of chemicals water treatment leakage operations.,3
embraced business operation philosophy gives great importance social responsibility,3
Business philosophy sets great store by social responsibility.,3
company shall comply legislations regulations relating safety occupational health environmental requirements locations company operates,3
"has to comply with the legislation on safety at work, health and environmental protection sites operating.",3
apply ecodesign criteria creation new products environmentalfriendly assessment products,3
application of kodesign - criteria creation of new products environmentally friendly evaluation products,3
innovative bra large cup girls wire bra cups spacer textile sheer light wellventilating property,3
new bh big cup drunk draht bh - cups spanntucher textil shimmering easily well heated company.,3
board directors placed emphasis shareholders meeting considering obligations attend meeting person facing inevitable circumstances seriously ill,3
Representation members put the printout on aktionars meetings dealing with commitments to participate in the meeting person with inevitable circumstances seriously ill.,3
higher production costs,3
Lower production costs,3
recognized revenue cost incurred respect transaction measured reliably,3
Calculated income costs in relation to the transaction measured in a contract.,3
9 march 2017 company certified threeyear member private sector collective action coalition corruption cac,3
9. marz 2017 certified enterprise three-year member collective action coalition of private sector corruption cac,3
committed providing strict control health safety related practices continuous enhancement employees capacity,3
to maintain a strict control of health and safety-related practices and to continuously improve the capacity of the co-workers.,3
recycling waste processed turned product added value beginning development jaak dang temple pilot area learning center community waste management,3
Waste waste turned product added value beginning development jaak dang temple pilot area learning center community waste management community waste management.,3
aim encourage suppliers conduct businesses ethically,3
aims to encourage suppliers to ethically drive their business.,3
planet promoting conservation rehabilitation natural resources environment raising awareness cooperation environmental protection collaboration sectors,3
environmental awareness co-operation on environmental protection co-operation sectors.,3
promote preventive risk management procedures undertaken swift transparent accurate comprehensive manner systematic consistent basis,3
"the prevention of preventive risk management procedures that are carried out quickly, accurately and comprehensively, systematically and uniformly.",3
foremost criteria nominating director candidates shall candidates skills experiences professional qualification business knowledge experience personal qualities integrity,3
